voc_id,building_id,voc_date,title,request_contents,building_floor_name,zone_name,reply,reply_write_date,user_group_name,reply_writer,title_clean,all_text,ì£¼ì œ ëŒ€ë¶„ë¥˜,ì£¼ì œ ì¤‘ë¶„ë¥˜,ìž‘ì—…ìœ í˜• ëŒ€ë¶„ë¥˜,ìž‘ì—…ìœ í˜• ì¤‘ë¶„ë¥˜,ì£¼ì œ_score,ìž‘ì—…ìœ í˜•_score,run_id,tagged_at
7439,64,2025-12-15 08:34:00,바닥 타일 들뜸,<p>동측 5층 1호기 승강기홀 바닥 들뜸 현상 발생했습니다<br></p>,5F,A동 카카오 공동체,<p>조치 되었습니다</p>,2025-12-15 16:51:56.654715,건축팀,김홍립,바닥 타일 들뜸,동측 5층 1호기 승강기홀 바닥 들뜸 현상 발생했습니다 바닥 타일 들뜸 조치 되었습니다,시설,출입/도어/승강기,청소/정리,청소/정리,3.9000000000000004,3.5999999999999996,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7455,64,2025-12-16 04:54:00,천장누수,<p>지하1층 공영주차장 연결통로 천정누수</p>,B1F,PM 회의실,<p>실리콘 보수완료</p>,2025-12-16 16:46:44.871961,건축팀,김홍립,천장누수,지하1층 공영주차장 연결통로 천정누수 천장누수 실리콘 보수완료,시설,건축/영선,작업,유지보수,5.550000000000001,1.7999999999999998,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7452,64,2025-12-16 11:27:00,출입문 도어클로저 불량,<p>펠트커피 동측 외부 출입문 상부 도어클로저 불량</p>,1F,펠트 커피,<p>출입문 외부 도어클로저 추가설치 완료</p>,2025-12-16 16:35:52.586553,건축팀,김홍립,출입문 도어클로저 불량,펠트커피 동측 외부 출입문 상부 도어클로저 불량 출입문 도어클로저 불량 출입문 외부 도어클로저 추가설치 완료,시설,출입/도어/승강기,작업,유지보수,10.8,3.5999999999999996,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7491,64,2025-12-18 11:35:00,방화문 개폐불량,<p>B동 10층 서측 비상엘리베이터쪽 방화문 안닫힘<br></p>,10F,B동 카카오 페이,<p>조치 되었습니다</p>,2025-12-18 17:00:42.015864,건축팀,김홍립,방화문 개폐불량,B동 10층 서측 비상엘리베이터쪽 방화문 안닫힘 방화문 개폐불량 조치 되었습니다,시설,출입/도어/승강기,작업,유지보수,16.799999999999997,3.5999999999999996,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7542,64,2025-12-22 10:10:00,휴지걸이 수리요청,<p>A동 1층 여자화장실 첫째칸 휴지걸이 수리요청&nbsp;<br></p>,1F,여자화장실,<p>조치 되었습니다</p>,2025-12-22 16:55:15.706436,건축팀,김홍립,휴지걸이 수리요청,A동 1층 여자화장실 첫째칸 휴지걸이 수리요청 휴지걸이 수리요청 조치 되었습니다,환경,청결/미화,청소/정리,청소/정리,7.5,3.9000000000000004,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7551,64,2025-12-23 09:20:00,주차정 천장 뿜떨어짐,<p>지하 2층 주차장 출입구 방향 청장 뿜떨어짐</p>,B2F,주차장,<p>조치 되었습니다</p>,2025-12-23 17:11:47.831712,건축팀,김홍립,주차정 천장 뿜떨어짐,지하 2층 주차장 출입구 방향 청장 뿜떨어짐 주차정 천장 뿜떨어짐 조치 되었습니다,서비스,주차,기타,기타,7.5,0.0,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7554,64,2025-12-23 10:56:00,출입구 출입문제,<p>외부 출입문 출입 문제</p>,1F,올리브 영,<p>조치 되었습니다</p>,2025-12-23 17:14:40.466712,건축팀,김홍립,출입구 출입문제,외부 출입문 출입 문제 출입구 출입문제 조치 되었습니다,시설,출입/도어/승강기,기타,기타,7.199999999999999,0.0,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7549,64,2025-12-23 13:50:00,도어클로저 불량,<p>펠트커피 광장측 우측 출입문 도어클로저 파손</p>,1F,펠트 커피,<p>조치 되었습니다</p>,2025-12-23 17:10:04.164963,건축팀,김홍립,도어클로저 불량,펠트커피 광장측 우측 출입문 도어클로저 파손 도어클로저 불량 조치 되었습니다,시설,출입/도어/승강기,작업,유지보수,10.8,7.199999999999999,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7565,64,2025-12-24 12:28:00,화장실 거울 떨어짐,<p>B동 4층 동쪽 여자화장실 세면대 위 거울 떨어짐 (긴급)<br></p>,4F,B동 여 화장실,<p>조치 되었습니다</p>,2025-12-24 16:49:17.046533,건축팀,김홍립,화장실 거울 떨어짐,B동 4층 동쪽 여자화장실 세면대 위 거울 떨어짐 (긴급) 화장실 거울 떨어짐 조치 되었습니다,시설,급배수/위생,작업,교체,3.9000000000000004,3.9000000000000004,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7564,64,2025-12-24 12:30:00,화장실 핸드타월 탈락,<p>A동 지하3층&nbsp;&nbsp;여자화장실 핸드타월 보관함 떨어짐 (긴급)<br></p>,B3F,여 화장실,<p>조치 되었습니다</p>,2025-12-24 16:46:20.886540,건축팀,김홍립,화장실 핸드타월 탈락,A동 지하3층 여자화장실 핸드타월 보관함 떨어짐 (긴급) 화장실 핸드타월 탈락 조치 되었습니다,환경,청결/미화,청소/정리,청소/정리,3.9000000000000004,3.9000000000000004,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
7594,64,2025-12-26 09:12:00, 소방창 안전대 이탈,<p>A동 4층 북동측 소방창 안전대 이탈<br></p>,4F,A동 카카오 공동체,<p>조치 되었습니다</p>,2025-12-26 16:55:42.036570,건축팀,김홍립,소방창 안전대 이탈,A동 4층 북동측 소방창 안전대 이탈 소방창 안전대 이탈 조치 되었습니다,시설,안전,점검,상태점검,7.199999999999999,10.8,cron_20260114_155846,2026-01-14T16:03:59.140908+09:00
