voc_id,building_id,voc_date,title,request_contents,building_floor_name,zone_name,reply,reply_write_date,user_group_name,reply_writer,title_clean,all_text,ì£¼ì œ ëŒ€ë¶„ë¥˜,ì£¼ì œ ì¤‘ë¶„ë¥˜,ìž‘ì—…ìœ í˜• ëŒ€ë¶„ë¥˜,ìž‘ì—…ìœ í˜• ì¤‘ë¶„ë¥˜,ì£¼ì œ_score,ìž‘ì—…ìœ í˜•_score,run_id,tagged_at
7339,307,2025-12-05 13:46:00,비데,비데세정후 세척될때. 물이 다튑니다. 3번은 요청드린거같은데 ,8F,남자화장실C,"비데는 저희가 설치한 설비가 아닙니다.
비데 업체에 연락하셔야 합니다.
비데를 원치 않으시면 
일반 시트로 교체는 가능합니다.",2025-12-05 14:35:15.992116,기계팀,이종근,비데,비데세정후 세척될때. 물이 다튑니다. 3번은 요청드린거같은데 비데 비데는 저희가 설치한 설비가 아닙니다. 비데 업체에 연락하셔야 합니다. 비데를 원치 않으시면 일반 시트로 교체는 가능합니다.,환경,청결/미화,설치,설치,1.62,1.56,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7361,307,2025-12-07 15:38:00,변기,변기가 막혀있습니다ㅜ,20F,여자화장실J,확인 후 통수 조치되었습니다.,2025-12-07 21:53:57.761757,기계팀,이종근,변기,변기가 막혀있습니다 변기 확인 후 통수 조치되었습니다.,시설,급배수/위생,기타,기타,7.199999999999999,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7365,307,2025-12-08 11:03:00,천장 매입등 교체 요청,천장 매입등 교체 3개 요청드립니다. 감사합니다. ,16F,생보협_비서실,<p>오후에 확인후 조치하겠습니다</p>,2025-12-08 11:08:43.227100,전기팀,임현철,천장 매입등 교체 요청,천장 매입등 교체 3개 요청드립니다. 감사합니다. 천장 매입등 교체 요청 오후에 확인후 조치하겠습니다,시설,건축/영선,작업,교체,6.36,6.36,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7366,307,2025-12-08 12:49:00,15층 삼성화재 출입문 댐퍼 조절 요청,출입문 위 댐퍼가 너무 쎄개 조여져있어서 문이 한번에 안닫힙니다. 조절 요청 드립니다 감사합니다,15F,삼성화재_사무실,<p>확인 후 조치하겠습니다.</p>,2025-12-08 12:51:50.774336,기계팀,이종근,15층 삼성화재 출입문 댐퍼 조절 요청,출입문 위 댐퍼가 너무 쎄개 조여져있어서 문이 한번에 안닫힙니다. 조절 요청 드립니다 감사합니다 15층 삼성화재 출입문 댐퍼 조절 요청 확인 후 조치하겠습니다.,시설,출입/도어/승강기,기타,기타,10.32,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7371,307,2025-12-09 11:38:00,변기가 막혔어요,죄송한데 변기가 막혔는데… 어떻게 해야 하나요 ㅠㅠ ,14F,여자화장실J,확인하여 조치하겠습니다 ,2025-12-09 11:42:07.347980,미화팀,김남규,변기가 막혔어요,죄송한데 변기가 막혔는데... 어떻게 해야 하나요 변기가 막혔어요 확인하여 조치하겠습니다,시설,급배수/위생,기타,기타,6.6,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7372,307,2025-12-09 11:48:00,엘베 고장,엘리베이터 고장났어요,12F,공용_E/V홀,확인하겠습니다,2025-12-09 11:52:13.019813,전기팀,임현철,엘베 고장,엘리베이터 고장났어요 엘베 고장 확인하겠습니다,시설,출입/도어/승강기,기타,기타,12.15,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7373,307,2025-12-09 13:43:00,온도 좀 낮춰주실 수 있으실까요?,히터 때문에 너무 덥다고 하셔서 사무실 온도 좀 낮춰주시겠어요?,23F,IQVIA_리셉션,확인 후 조치하겠습니다.,2025-12-09 13:58:30.340002,기계팀,이종근,온도 좀 낮춰주실 수 있으실까요?,히터 때문에 너무 덥다고 하셔서 사무실 온도 좀 낮춰주시겠어요? 온도 좀 낮춰주실 수 있으실까요? 확인 후 조치하겠습니다.,시설,냉난방/공조,작업,설정/제어,6.624,6.624,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7374,307,2025-12-09 15:13:00,막혔습니다,막혔어요,19F,남자화장실C,통수후 세정하였습니다.,2025-12-09 15:36:12.884385,미화팀,김남규,막혔습니다,막혔어요 막혔습니다 통수후 세정하였습니다.,시설,급배수/위생,기타,기타,3.24,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7384,307,2025-12-10 09:27:00,화장실 변기가 막혔어요,변기가 막혔습니다 ,10F,여자화장실B,통수후 세정하였습니다 ,2025-12-10 10:12:37.983438,미화팀,김남규,화장실 변기가 막혔어요,변기가 막혔습니다 화장실 변기가 막혔어요 통수후 세정하였습니다,환경,청결/미화,청소/정리,청소/정리,7.5,3.9000000000000004,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7390,307,2025-12-10 13:33:00,변기가 막혔습니다.,변기 막힘,23F,남자화장실C,통수후 세정하였습니다 ,2025-12-10 14:06:41.878564,미화팀,김남규,변기가 막혔습니다.,변기 막힘 변기가 막혔습니다. 통수후 세정하였습니다,시설,급배수/위생,기타,기타,4.752000000000001,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7394,307,2025-12-11 08:22:00,복도에 불이 켜지지 않습니다.,스위치를 켜도 불이 들어오지 않습니다,7F,공용_복도A,확인후 조치하겠습니다 ,2025-12-11 08:24:48.068894,전기팀,임현철,복도에 불이 켜지지 않습니다.,스위치를 켜도 불이 들어오지 않습니다 복도에 불이 켜지지 않습니다. 확인후 조치하겠습니다,시설,전기/조명,기타,기타,3.9000000000000004,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7395,307,2025-12-11 09:17:00,화장실 불편사항,변기 막힌 듯합니다,22F,여자화장실C,통수후 세정하였습니다 ,2025-12-11 10:10:26.604311,미화팀,김남규,화장실 불편사항,변기 막힌 듯합니다 화장실 불편사항 통수후 세정하였습니다,환경,청결/미화,청소/정리,청소/정리,7.5,3.9000000000000004,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7398,307,2025-12-11 15:49:00,출입구 전등 교체 신청,"출입구 전등 교체 신청
",7F,중구선관위_사무국장,조치하겠습니다 ,2025-12-11 15:54:09.700087,전기팀,임현철,출입구 전등 교체 신청,출입구 전등 교체 신청 출입구 전등 교체 신청 조치하겠습니다,보안,외부인/출입통제/CCTV,작업,교체,3.5999999999999996,7.199999999999999,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7405,307,2025-12-12 09:36:00,전등 교체 요청 드립니다,전등 교체 전체적으로 요청드립니다. 감사합니다.,23F,IQVIA_리셉션,조치하겠습니다 ,2025-12-12 09:51:42.308659,전기팀,임현철,전등 교체 요청 드립니다,전등 교체 전체적으로 요청드립니다. 감사합니다. 전등 교체 요청 드립니다 조치하겠습니다,시설,전기/조명,작업,교체,6.048,12.096,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7406,307,2025-12-12 10:17:00,"천장 브라켓 빠짐, 천장 약간 내려옴",조치 부탁드립니다,16F,생보협_기획조정부,확인 후 조치하겠습니다,2025-12-12 11:02:42.061333,기계팀,이종근,"천장 브라켓 빠짐, 천장 약간 내려옴","조치 부탁드립니다 천장 브라켓 빠짐, 천장 약간 내려옴 확인 후 조치하겠습니다",시설,건축/영선,기타,기타,3.5999999999999996,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7407,307,2025-12-12 10:41:00,변기 물 안내려감,제일 우측 컨 변기 물인 내려가지 않습니다. ,21F,남자화장실C,통수후 세정하였습니다,2025-12-12 11:23:41.277203,미화팀,김남규,변기 물 안내려감,제일 우측 컨 변기 물인 내려가지 않습니다. 변기 물 안내려감 통수후 세정하였습니다,시설,급배수/위생,기타,기타,7.848,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7408,307,2025-12-12 13:02:00,출입구 전등 교체,전등 교체 설치 요청. 전등 재구입 완료,7F,중구선관위_사무국장,<p>조치하겠습니다</p>,2025-12-12 13:27:46.850305,전기팀,임현철,출입구 전등 교체,전등 교체 설치 요청. 전등 재구입 완료 출입구 전등 교체 조치하겠습니다,시설,전기/조명,작업,교체,6.6,13.2,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7409,307,2025-12-12 15:12:00,여자화장실,"화장지가 한곳에 없어요. 
채워주세요^^  감사합니다 ",15F,여자화장실D,"화장지는 채워놓았습니다.
화장지가 떨어지지 않게 수시로 점검하겠습니다.",2025-12-12 15:29:59.458754,미화팀,김남규,여자화장실,화장지가 한곳에 없어요. 채워주세요 감사합니다 여자화장실 화장지는 채워놓았습니다. 화장지가 떨어지지 않게 수시로 점검하겠습니다.,환경,청결/미화,청소/정리,청소/정리,3.2760000000000002,3.2760000000000002,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7434,307,2025-12-15 09:08:00,화장실 막힘,화장실이 막혔어요.,10F,남자화장실A,통수후 세정하였습니다.,2025-12-15 10:55:54.945010,미화팀,김남규,화장실 막힘,화장실이 막혔어요. 화장실 막힘 통수후 세정하였습니다.,환경,청결/미화,청소/정리,청소/정리,8.055,5.031000000000001,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7435,307,2025-12-15 15:41:00,세면대 막힘,"세면대 1,3번 사로가 막혀서 물이 잘 안내려갑니다. ",10F,남자화장실B,<p>확인 후 조치하겠습니다.</p>,2025-12-15 16:45:13.407809,기계팀,이종근,세면대 막힘,"세면대 1,3번 사로가 막혀서 물이 잘 안내려갑니다. 세면대 막힘 확인 후 조치하겠습니다.",시설,급배수/위생,작업,교체,5.226000000000001,5.226000000000001,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7458,307,2025-12-17 07:36:00,히터 꺼주세요,오늘 기온이 높습니다,9F,근로공단_본인부담금확인,Off  해드렸습니다,2025-12-17 08:00:06.027477,기계팀,장택주,히터 꺼주세요,오늘 기온이 높습니다 히터 꺼주세요 Off 해드렸습니다,기타,기타,기타,기타,0.0,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7459,307,2025-12-17 08:39:00,화장실 막힘,화장실 막힘,20F,남자화장실E,통수후 세정하였습니다 ,2025-12-17 09:25:17.900893,미화팀,김남규,화장실 막힘,화장실 막힘 화장실 막힘 통수후 세정하였습니다,환경,청결/미화,청소/정리,청소/정리,7.5,3.9000000000000004,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7460,307,2025-12-17 09:14:00,변기 막힘,뚫어주세요. ,23F,남자화장실D,통수후 세정하였습니다 ,2025-12-17 09:30:24.569466,미화팀,김남규,변기 막힘,뚫어주세요. 변기 막힘 통수후 세정하였습니다,시설,급배수/위생,기타,기타,6.048,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7478,307,2025-12-18 11:59:00,화장실 샌 거 같아요,"바닥 
청소",12F,남자화장실A,물기 제거후 세정하였습니다,2025-12-18 12:30:46.601326,미화팀,김남규,화장실 샌 거 같아요,바닥 청소 화장실 샌 거 같아요 물기 제거후 세정하였습니다,환경,청결/미화,청소/정리,청소/정리,14.700000000000001,11.100000000000001,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7479,307,2025-12-18 12:45:00,1사로 막힘,뚫어주세요,10F,남자화장실B,통수후 세정하였습니다 ,2025-12-18 13:08:54.367811,미화팀,김남규,1사로 막힘,뚫어주세요 1사로 막힘 통수후 세정하였습니다,시설,급배수/위생,기타,기타,3.24,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7480,307,2025-12-18 12:55:00,변기가 막힘,변기 수리 필요,10F,남자화장실A,통수후 세정하였늡니다.,2025-12-18 13:09:38.241846,미화팀,김남규,변기가 막힘,변기 수리 필요 변기가 막힘 통수후 세정하였늡니다.,시설,급배수/위생,작업,유지보수,7.199999999999999,3.5999999999999996,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7494,307,2025-12-19 08:56:00,전등교체 요청드립니다.,전등교체 전체적으로 요청드립니다,23F,IQVIA_리셉션,조치하겠습니다 ,2025-12-19 09:20:29.168425,전기팀,임현철,전등교체 요청드립니다.,전등교체 전체적으로 요청드립니다 전등교체 요청드립니다. 조치하겠습니다,시설,전기/조명,작업,교체,3.24,6.48,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7499,307,2025-12-19 09:41:00,15층 삼성화재 내 전산지원사무실 형광등 교체,형광등이 나가서 교체 요청드립니다.,15F,삼성화재_사무실,조치하겠습니다 ,2025-12-19 10:01:33.389920,전기팀,임현철,15층 삼성화재 내 전산지원사무실 형광등 교체,형광등이 나가서 교체 요청드립니다. 15층 삼성화재 내 전산지원사무실 형광등 교체 조치하겠습니다,시설,정보통신/IT,작업,교체,3.36,6.6,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7501,307,2025-12-19 13:13:00,변기 막힘,맨 끝쪽 변기 하나가 막혀있습니다,16F,남자화장실A,통수후 세정하였습니다 ,2025-12-19 14:33:09.264290,미화팀,김남규,변기 막힘,맨 끝쪽 변기 하나가 막혀있습니다 변기 막힘 통수후 세정하였습니다,시설,급배수/위생,기타,기타,7.199999999999999,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7530,307,2025-12-22 12:13:00,변기가 막혀있습니다. ,처리 부탁드립니다. ,14F,여자화장실I,<p>확인 후 조치하겠습니다</p>,2025-12-22 14:24:59.885375,기계팀,이종근,변기가 막혀있습니다.,처리 부탁드립니다. 변기가 막혀있습니다. 확인 후 조치하겠습니다,시설,급배수/위생,청소/정리,청소/정리,3.024,1.62,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7532,307,2025-12-22 14:53:00,변기 막힘,뚫어 주세용,7F,남자화장실C,<p>확인 후 조치하겠습니다.</p>,2025-12-22 15:04:34.758483,기계팀,이종근,변기 막힘,뚫어 주세용 변기 막힘 확인 후 조치하겠습니다.,시설,급배수/위생,기타,기타,3.5999999999999996,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7545,307,2025-12-23 13:56:00,난방히터 온도좀 낮춰주시면좋겟어요,난방히터온도가높아서 더워서요 온도좀낮춰주세요 감사합니다 ,9F,공용_E/V홀,확인 후 조치하겠습니다.,2025-12-23 14:12:05.613094,기계팀,이종근,난방히터 온도좀 낮춰주시면좋겟어요,난방히터온도가높아서 더워서요 온도좀낮춰주세요 감사합니다 난방히터 온도좀 낮춰주시면좋겟어요 확인 후 조치하겠습니다.,시설,냉난방/공조,작업,설정/제어,10.8,10.8,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7558,307,2025-12-24 12:46:00,9층 남자화장실 흡연,지속적으로 화장실에서 흡연합니다,9F,남자화장실A,지속적으로 관리하겠습니다,2025-12-24 14:00:11.841117,미화팀,김남규,9층 남자화장실 흡연,지속적으로 화장실에서 흡연합니다 9층 남자화장실 흡연 지속적으로 관리하겠습니다,환경,청결/미화,청소/정리,청소/정리,3.9000000000000004,3.9000000000000004,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7560,307,2025-12-24 15:13:00,화장실 막힘,2사로 막혔어요 ,10F,남자화장실A,통수후 세정하였으며 바닥물기 제거하였습니다,2025-12-24 15:24:15.564705,미화팀,김남규,화장실 막힘,2사로 막혔어요 화장실 막힘 통수후 세정하였으며 바닥물기 제거하였습니다,환경,청결/미화,청소/정리,청소/정리,11.100000000000001,7.5,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7561,307,2025-12-24 16:20:00,히터 온도 조절 요청드립니다,"안녕하세요~
히터온도 최저온도 아니면 off로 요청드려도 될까요? 
찜질방 수준으로 너무 덥습니다~",18F,,<p>확인하여 온도 조정 하겠습니다</p>,2025-12-24 16:33:36.181911,기계팀,이종근,히터 온도 조절 요청드립니다,안녕하세요 히터온도 최저온도 아니면 off로 요청드려도 될까요? 찜질방 수준으로 너무 덥습니다 히터 온도 조절 요청드립니다 확인하여 온도 조정 하겠습니다,시설,냉난방/공조,작업,설정/제어,9.079999999999998,9.079999999999998,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7619,307,2025-12-29 14:07:00,7층 남자화장실 2번째칸 변기막힘,누군가에의해 변기막혔습니다,7F,남자화장실D,통수후 세정하였습니다,2025-12-29 14:38:00.746812,미화팀,김남규,7층 남자화장실 2번째칸 변기막힘,누군가에의해 변기막혔습니다 7층 남자화장실 2번째칸 변기막힘 통수후 세정하였습니다,환경,청결/미화,청소/정리,청소/정리,7.5,3.9000000000000004,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7635,307,2025-12-30 09:02:00,사무국장실 형광등 교체 요청,"사무국장실 형광등 교체 요청
국장님 책상위 1개",7F,중구선관위_사무국장,네  조치하겠습니다 ,2025-12-30 09:10:11.210293,전기팀,임현철,사무국장실 형광등 교체 요청,사무국장실 형광등 교체 요청 국장님 책상위 1개 사무국장실 형광등 교체 요청 네 조치하겠습니다,시설,기타 설비/자재,작업,교체,3.5999999999999996,3.5999999999999996,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7637,307,2025-12-30 13:15:00,변기 막힘,칸에 들어가니 물이 제대로 안내려가져있어서 한번 내렸는데도 제대로 안내려갑니다 한번와서 점검부탁드립니다. ,9F,여자화장실C,통수후 세정하였습니다 ,2025-12-30 13:27:48.424215,미화팀,김남규,변기 막힘,칸에 들어가니 물이 제대로 안내려가져있어서 한번 내렸는데도 제대로 안내려갑니다 한번와서 점검부탁드립니다. 변기 막힘 통수후 세정하였습니다,시설,급배수/위생,점검,상태점검,6.048,3.5999999999999996,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7648,307,2025-12-31 12:54:00,버튼 안먹힘 ,"버튼 눌러도 빨간불 바로 꺼짐 
고질적 문제임",1F,공용_E/V홀A,확인후  조치하겠습니다 ,2025-12-31 13:05:59.527678,전기팀,임현철,버튼 안먹힘,버튼 눌러도 빨간불 바로 꺼짐 고질적 문제임 버튼 안먹힘 확인후 조치하겠습니다,시설,출입/도어/승강기,기타,기타,1.6500000000000001,0.0,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7649,307,2025-12-31 13:01:00,9층 남자화장실,"9층 남자화장실 4번째칸 변기 막힌 것 같습니다
해결 부탁드립니다.",9F,남자화장실D,통수후 세정하였습니다.,2025-12-31 13:17:56.348405,미화팀,김남규,9층 남자화장실,9층 남자화장실 4번째칸 변기 막힌 것 같습니다 해결 부탁드립니다. 9층 남자화장실 통수후 세정하였습니다.,환경,청결/미화,청소/정리,청소/정리,10.2,7.176,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
7650,307,2025-12-31 13:54:00,화장실 변기 누수,16층 남자화장실 변기에서 물이넘처 바닥에 물이고여 있습니다. 조치부탁드립니다.,16F,남자화장실A,청결하게 처리하였습니다,2025-12-31 14:22:36.870324,미화팀,박미자,화장실 변기 누수,16층 남자화장실 변기에서 물이넘처 바닥에 물이고여 있습니다. 조치부탁드립니다. 화장실 변기 누수 청결하게 처리하였습니다,시설,급배수/위생,청소/정리,청소/정리,7.416,9.600000000000001,auto_20260114_154254,2026-01-14T15:42:56.567062+09:00
